QueryLength,UrlLength,NumNumericChars,HostnameLength,NumDots,NumDashInHostname,NumDash,NumAmpersand,SubdomainLevel,RandomString,NumQueryComponents,NumPercent,PathLevel,IpAddress,NumUnderscore,Label
25,61,15,20,3,0,0,0,4,0,1,0,3,0,0,0
0,63,0,11,3,4,4,0,4,0,0,0,3,0,0,0
0,42,7,10,1,3,3,0,2,0,0,0,4,0,0,0
0,31,0,20,2,0,0,0,3,0,0,0,4,0,0,0
0,11,3,10,1,0,0,0,2,0,0,0,2,0,0,0
0,56,6,11,1,3,3,0,2,0,0,0,5,0,0,0
0,32,0,31,2,0,0,0,3,0,0,0,2,0,0,0
0,37,3,22,4,0,0,0,5,0,0,0,2,0,0,0
0,67,0,13,1,6,6,0,2,0,0,0,3,0,0,0
0,27,0,10,1,1,1,0,2,0,0,0,2,0,0,0
15,49,0,19,3,0,0,0,4,0,0,0,3,0,0,0
0,21,0,20,1,0,0,0,2,0,0,0,2,0,0,0
0,44,6,14,4,2,2,0,5,0,0,0,4,0,0,0
0,57,10,10,1,4,4,0,2,0,0,0,4,0,0,0
0,50,0,10,1,4,4,0,2,0,0,0,2,0,0,0
20,46,0,15,2,0,0,0,3,0,1,0,2,0,1,0
0,89,0,8,1,0,0,0,2,0,0,0,9,0,4,0
12,61,6,16,2,0,0,2,3,0,3,0,5,0,0,0
0,12,0,11,1,0,0,0,2,0,0,0,2,0,0,0
0,22,0,10,1,0,0,0,2,0,0,0,2,0,0,0
0,17,0,6,1,0,0,0,2,0,0,0,2,0,1,0
23,58,4,22,2,0,5,0,3,0,0,0,2,0,0,0
0,42,8,14,4,0,0,0,5,0,0,0,5,0,0,0
0,32,2,8,2,1,1,0,3,0,0,0,4,0,0,0
0,56,0,26,4,1,1,0,5,0,0,0,3,0,0,0
0,71,12,13,2,3,3,0,3,0,0,0,7,0,0,0
0,91,17,24,2,7,7,0,3,0,0,0,4,0,2,0
14,50,3,18,2,1,1,0,3,0,1,0,2,0,1,0
0,37,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,22,0,6,1,0,0,0,2,0,0,0,2,0,1,0
8,112,10,14,2,12,12,0,3,0,1,0,3,0,0,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
0,35,0,16,2,2,2,0,3,0,0,0,2,0,0,0
0,16,0,15,1,0,0,0,2,0,0,0,2,0,0,0
0,102,10,9,3,7,7,0,4,0,0,0,6,0,1,0
0,35,3,7,1,0,0,0,2,0,0,0,6,0,0,0
0,38,6,18,1,1,1,0,2,0,0,0,4,0,0,0
0,26,0,16,2,0,0,0,3,0,0,0,3,0,0,0
16,42,2,16,2,0,0,2,3,0,3,0,2,0,0,0
14,44,6,9,1,0,0,0,2,0,1,0,5,0,1,0
0,55,0,24,2,0,0,0,3,0,0,0,2,0,0,0
0,17,0,16,1,0,0,0,2,0,0,0,2,0,0,0
0,65,3,13,2,3,3,0,3,0,0,0,4,0,0,0
0,30,0,13,1,0,0,0,2,0,0,0,2,0,0,0
0,27,0,17,1,0,0,0,2,0,0,0,3,0,0,0
0,64,0,10,3,3,3,0,4,0,0,0,3,0,0,0
0,26,0,7,1,0,0,0,2,0,0,0,3,0,0,0
0,68,0,14,1,2,2,0,2,0,0,0,6,0,0,0
0,28,0,27,2,0,0,0,3,0,0,0,2,0,0,0
0,70,6,23,3,6,6,0,4,0,0,0,4,0,0,0
0,29,0,15,2,0,0,0,3,0,0,0,3,0,0,0
0,38,8,11,1,2,2,0,2,0,0,0,4,0,0,0
0,46,2,13,2,0,0,0,3,0,0,0,4,0,2,0
0,31,0,16,2,0,0,0,3,0,0,0,3,0,1,0
10,52,6,18,2,0,0,0,3,0,1,0,3,0,0,0
0,91,1,10,1,1,1,0,2,0,0,0,5,0,0,0
0,34,0,21,3,0,0,0,4,0,0,0,4,0,0,0
0,47,0,17,2,1,1,0,3,0,0,0,2,0,2,0
0,32,2,9,1,0,0,0,2,0,0,0,4,0,0,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
0,69,3,17,2,2,2,0,3,0,0,0,6,0,0,0
0,30,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,30,0,16,2,0,0,0,3,0,0,0,2,0,1,0
257,283,165,12,2,1,3,1,3,0,2,32,2,0,1,0
7,27,0,18,1,0,0,0,2,0,1,0,2,0,0,0
0,92,19,25,2,8,8,0,3,0,0,0,4,0,2,0
39,86,6,17,3,0,0,2,4,0,3,0,2,0,1,0
28,69,5,24,4,1,1,2,5,0,3,0,3,0,0,0
0,42,0,13,2,0,0,0,3,0,0,0,3,0,0,0
0,39,0,8,1,3,3,0,2,0,0,0,3,0,0,0
0,79,16,21,3,6,6,1,4,0,0,0,3,0,0,0
0,18,0,17,1,0,0,0,2,0,0,0,2,0,0,0
0,43,6,17,2,2,2,0,3,0,0,0,4,0,0,0
0,38,0,22,3,0,0,0,4,0,0,0,3,0,0,0
9,39,6,12,1,0,0,0,2,0,1,0,4,0,0,0
0,23,0,18,2,0,0,0,3,0,0,0,3,0,0,0
0,28,0,14,1,1,1,0,2,0,0,0,2,0,0,0
0,26,0,11,1,0,0,0,2,0,0,0,2,0,0,0
13,55,9,29,3,0,0,0,4,0,1,0,2,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
0,23,10,10,1,1,1,0,2,0,0,0,2,0,0,0
0,24,0,15,2,0,0,0,3,0,0,0,2,0,0,0
0,37,0,17,1,3,3,0,2,0,0,0,3,0,0,0
0,65,6,27,3,1,1,0,4,0,0,0,5,0,0,0
0,20,0,11,1,0,0,0,2,0,0,0,2,0,0,0
0,24,4,11,1,0,0,0,2,0,0,0,2,0,0,0
0,58,0,15,3,2,2,0,4,0,0,0,3,0,0,0
0,31,0,17,2,0,0,0,3,0,0,0,4,0,0,0
0,53,1,15,1,0,0,0,2,0,0,0,5,0,1,0
0,33,1,21,2,0,0,0,3,0,0,0,2,0,0,0
0,24,7,8,1,0,0,0,2,0,0,0,4,0,0,0
0,42,0,11,4,0,0,0,5,0,0,0,3,0,0,0
0,16,0,10,2,0,0,0,3,0,0,0,2,0,0,0
0,24,0,23,1,0,0,0,2,0,0,0,2,0,0,0
0,43,7,30,3,0,0,0,4,0,0,0,2,0,0,0
0,24,0,15,2,0,0,0,3,0,0,0,3,0,0,0
0,43,0,21,1,0,0,0,2,0,0,0,3,0,1,0
9,54,12,12,1,1,1,0,2,0,1,0,4,0,0,0
0,31,0,19,2,0,0,0,3,0,0,0,2,0,1,0
0,42,0,19,4,0,0,0,5,0,0,0,3,0,0,0
0,81,8,10,1,8,8,0,2,0,0,0,5,0,0,0
0,49,0,16,2,0,0,0,3,0,0,0,3,0,2,0
0,34,0,23,3,0,0,0,4,0,0,0,2,0,0,0
0,77,4,21,1,7,7,0,2,0,0,0,3,0,0,0
0,10,0,9,1,1,1,0,2,0,0,0,2,0,0,0
0,27,0,18,3,0,0,0,4,0,0,0,2,0,0,0
0,34,4,23,1,2,2,0,2,0,0,0,4,0,0,0
25,61,15,20,3,0,0,0,4,0,1,0,3,0,0,0
25,61,14,20,3,0,0,0,4,0,1,0,3,0,0,0
0,33,0,13,3,0,0,0,4,0,0,0,3,0,0,0
0,113,6,13,1,1,1,0,2,0,0,0,4,0,10,0
0,18,0,8,1,1,1,0,2,0,0,0,4,0,0,0
0,35,0,34,2,0,0,0,3,0,0,0,2,0,0,0
33,58,16,10,3,0,6,0,3,0,1,0,2,0,0,0
0,19,0,12,1,0,0,0,2,0,0,0,2,0,0,0
0,31,0,13,2,1,1,0,3,0,0,0,2,0,0,0
7,46,5,17,2,0,0,0,3,0,1,0,3,0,0,0
0,57,5,9,1,0,0,0,2,0,0,2,3,0,0,0
0,43,3,11,2,0,0,0,3,0,0,0,3,0,2,0
0,33,0,18,3,1,1,0,4,0,0,0,3,0,0,0
13,31,1,11,1,0,0,0,2,0,1,0,2,0,0,0
0,90,13,12,1,6,6,0,2,0,0,0,6,0,0,0
0,81,8,19,2,6,6,0,3,0,0,0,3,0,0,0
50,75,7,14,2,0,0,4,3,0,3,0,2,0,1,0
0,42,20,10,1,0,0,0,2,0,0,0,5,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
14,36,2,12,2,0,0,0,3,0,1,1,2,0,0,0
0,33,0,12,1,0,0,0,2,0,0,0,5,0,0,0
0,52,0,17,1,0,0,0,2,0,0,0,3,0,4,0
0,32,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,29,0,13,2,1,1,0,3,0,0,0,3,0,0,0
0,57,0,13,2,0,0,0,3,0,0,0,4,0,4,0
13,31,3,11,1,0,0,0,2,0,1,0,2,0,0,0
0,64,10,10,1,4,4,0,2,0,0,0,4,0,0,0
0,43,1,11,1,2,2,0,2,0,0,0,4,0,0,0
0,159,0,22,1,14,14,0,2,0,0,0,6,0,0,0
0,43,0,10,2,2,2,0,3,0,0,0,4,0,0,0
0,36,1,14,1,0,0,0,2,0,0,0,4,0,1,0
0,107,14,19,1,10,10,0,2,0,0,0,6,0,0,0
0,45,0,19,2,0,0,0,3,0,0,0,3,0,2,0
0,18,0,12,1,0,0,0,2,0,0,0,2,0,0,0
0,46,9,12,1,1,1,0,2,0,0,0,4,0,0,0
0,28,0,27,2,0,0,0,3,0,0,0,2,0,0,0
0,37,0,15,1,0,0,0,2,0,0,0,4,0,1,0
14,42,7,16,2,0,0,1,3,0,2,0,2,0,0,0
0,51,0,13,2,0,0,0,3,0,0,0,3,0,3,0
0,29,0,18,2,0,0,0,3,0,0,0,2,0,0,0
0,44,0,20,4,0,0,0,5,0,0,0,4,0,0,0
0,84,5,18,2,8,8,0,3,0,0,0,3,0,0,0
0,75,0,20,3,3,3,0,4,0,0,0,5,0,0,0
0,68,7,19,2,0,0,0,3,0,0,0,5,0,0,0
13,31,0,11,1,0,0,0,2,0,1,0,2,0,0,0
0,28,0,16,2,0,0,0,3,0,0,0,4,0,0,0
0,111,0,12,1,0,0,0,2,0,0,0,6,0,11,0
0,44,0,12,2,0,0,0,3,0,0,0,3,0,0,0
0,35,2,16,1,2,2,0,2,0,0,0,3,0,0,0
0,33,0,32,2,0,0,0,3,0,0,0,2,0,0,0
0,26,3,14,2,0,0,0,3,0,0,0,3,0,0,0
0,81,6,17,2,7,7,0,3,0,0,0,4,0,0,0
0,133,14,25,1,17,17,0,2,0,0,0,8,0,0,0
0,33,0,11,2,0,0,0,3,0,0,0,2,0,0,0
50,76,4,11,2,0,0,3,3,0,3,0,2,0,0,0
13,31,1,11,1,0,0,0,2,0,1,0,2,0,0,0
66,92,12,11,4,0,1,6,3,0,4,0,3,0,0,0
0,43,0,13,2,0,0,0,3,0,0,0,4,0,0,0
0,28,0,12,1,1,1,0,2,0,0,0,3,0,0,0
0,26,2,10,1,1,1,0,2,0,0,1,3,0,0,0
0,51,0,16,2,0,0,0,3,0,0,0,3,0,3,0
0,33,0,12,2,0,0,0,3,0,0,0,4,0,0,0
0,51,6,14,1,1,1,0,2,0,0,0,5,0,0,0
0,29,3,12,1,0,0,0,2,0,0,0,3,0,0,0
0,41,0,13,3,0,0,0,4,0,0,0,4,0,0,0
0,28,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,23,3,18,2,0,0,0,3,0,0,0,3,0,0,0
0,33,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,41,7,16,3,0,0,0,4,0,0,0,5,0,0,0
0,54,1,17,2,6,6,0,3,0,0,0,2,0,0,0
0,35,0,8,1,0,0,0,2,0,0,0,5,0,0,0
0,26,0,15,2,0,0,0,3,0,0,0,3,0,0,0
0,133,8,13,1,17,17,0,2,0,0,0,6,0,0,0
0,23,0,22,1,0,0,0,2,0,0,0,2,0,0,0
0,37,0,17,2,2,2,0,3,0,0,0,2,0,0,0
0,43,7,18,1,2,2,0,2,0,0,0,3,0,0,0
0,41,0,24,2,0,0,0,3,0,0,0,2,0,0,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
0,101,8,24,2,11,11,0,3,0,0,0,5,0,0,0
0,32,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,16,0,15,1,0,0,0,2,0,0,0,2,0,0,0
0,59,2,10,2,2,2,0,3,0,0,0,3,0,2,0
0,76,8,17,1,0,0,0,2,0,0,4,6,0,0,0
0,54,3,19,2,0,0,0,3,0,0,0,4,0,1,0
0,19,0,18,1,1,1,0,2,0,0,0,2,0,0,0
13,31,1,11,1,0,0,0,2,0,1,0,2,0,0,0
0,42,9,10,1,3,3,0,2,0,0,0,4,0,0,0
0,27,0,17,3,0,0,0,4,0,0,0,2,0,0,0
0,40,0,14,2,0,0,0,3,0,0,0,5,0,0,0
0,38,0,21,1,1,1,0,2,0,0,0,3,0,0,0
0,38,0,22,3,0,0,0,4,0,0,0,3,0,0,0
0,52,0,29,2,0,0,0,3,0,0,0,3,0,2,0
0,54,0,18,3,0,0,0,4,0,0,0,5,0,0,0
0,32,0,9,2,0,0,0,3,0,0,0,4,0,1,0
0,46,0,14,2,0,0,0,3,0,0,0,5,0,0,0
0,42,1,9,1,2,2,0,2,0,0,0,4,0,0,0
0,36,0,12,1,0,0,0,2,0,0,0,4,0,1,0
0,65,10,10,1,4,4,0,2,0,0,0,4,0,0,0
0,25,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,45,5,24,2,0,0,0,3,0,0,0,5,0,0,0
0,24,0,16,3,0,0,0,4,0,0,0,3,0,0,0
0,64,0,32,2,2,2,0,3,0,0,0,4,0,0,0
12,62,10,14,1,0,0,0,2,0,1,1,4,0,0,0
0,25,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,26,0,25,2,0,0,0,3,0,0,0,2,0,0,0
0,31,0,20,2,0,0,0,3,0,0,0,2,0,1,0
0,67,9,16,2,4,4,0,3,0,0,0,5,0,0,0
0,43,0,13,1,0,0,0,2,0,0,0,6,0,0,0
0,30,0,12,1,0,0,0,2,0,0,0,3,0,0,0
0,34,6,16,3,0,0,0,4,0,0,0,4,0,1,0
0,31,0,30,3,0,0,0,4,0,0,0,2,0,0,0
0,43,0,24,1,0,0,0,2,0,0,0,3,0,0,0
0,37,0,13,2,1,1,0,3,0,0,0,2,0,1,0
0,39,5,12,1,1,1,0,2,0,0,0,6,0,0,0
0,17,0,16,1,0,0,0,2,0,0,0,2,0,0,0
0,33,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,44,1,16,2,0,0,0,3,0,0,0,5,0,0,0
0,68,12,12,1,3,3,0,2,0,0,0,4,0,0,0
0,51,4,16,2,4,4,0,3,0,0,0,3,0,0,0
0,58,6,12,1,0,0,0,2,0,0,0,3,0,1,0
0,19,0,18,1,0,0,0,2,0,0,0,2,0,0,0
0,28,0,18,3,0,0,0,4,0,0,0,2,0,0,0
0,27,2,11,1,0,0,0,2,0,0,0,3,0,1,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
0,58,0,15,1,5,5,0,2,0,0,0,3,0,0,0
0,20,0,12,1,0,0,0,2,0,0,0,2,0,0,0
0,34,0,20,2,0,0,0,3,0,0,0,3,0,1,0
0,37,9,11,2,0,0,0,3,0,0,0,2,0,2,0
0,104,9,14,1,10,10,0,2,0,0,0,6,0,0,0
0,39,4,21,2,1,1,0,3,0,0,0,2,0,0,0
0,39,0,19,1,2,2,0,2,0,0,0,4,0,0,0
0,68,10,17,3,4,4,0,4,0,0,0,3,0,0,0
0,61,0,16,2,0,0,0,3,0,0,0,3,0,3,0
0,28,0,16,2,0,0,0,3,0,0,0,2,0,0,0
0,55,1,21,1,0,0,0,2,0,0,0,3,0,3,0
0,53,0,16,2,0,0,0,3,0,0,0,3,0,3,0
0,31,0,9,1,1,1,0,2,0,0,0,5,0,0,0
0,67,14,6,1,4,4,0,2,0,0,0,6,0,0,0
0,59,1,35,2,0,0,0,3,0,0,0,2,0,0,0
0,23,0,22,2,0,0,0,3,0,0,0,2,0,0,0
0,38,0,8,2,0,0,0,3,0,0,0,4,0,0,0
0,31,0,16,1,0,0,0,2,0,0,0,3,0,0,0
0,10,0,9,1,0,0,0,2,0,0,0,2,0,0,0
0,65,13,11,1,5,5,0,2,0,0,0,6,0,0,0
0,24,0,11,1,0,0,0,2,0,0,0,2,0,1,0
0,52,0,20,2,2,2,0,3,0,0,0,5,0,0,0
15,30,5,11,1,0,0,0,2,0,1,0,2,0,0,0
0,59,0,16,2,3,3,0,3,0,0,0,3,0,0,0
0,36,4,10,3,0,0,0,4,0,0,0,4,0,0,0
0,32,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,76,2,14,3,0,0,0,4,0,0,0,3,0,7,0
0,25,0,7,1,0,0,0,2,0,0,0,5,0,0,0
13,31,3,11,1,0,0,0,2,0,1,0,2,0,0,0
0,43,10,10,1,1,1,0,2,0,0,0,5,0,0,0
0,21,0,13,1,0,0,0,2,0,0,0,2,0,0,0
30,73,3,13,2,0,0,0,3,0,1,2,4,0,0,0
0,67,6,24,3,3,3,0,4,0,0,0,4,0,0,0
16,52,6,10,2,0,0,0,3,0,1,0,3,0,0,0
0,35,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,56,0,15,3,0,0,0,4,0,0,0,5,0,1,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
0,79,2,25,3,0,0,0,4,0,0,0,6,0,1,0
0,61,8,19,2,1,1,0,3,0,0,0,6,0,1,0
0,16,0,15,1,0,0,0,2,0,0,0,2,0,0,0
14,32,2,11,1,0,0,0,2,0,1,1,3,0,0,0
0,37,0,15,2,1,1,0,3,0,0,0,4,0,0,0
0,66,0,21,2,5,5,0,3,0,0,0,4,0,0,0
0,38,0,13,2,1,1,0,3,0,0,0,2,0,0,0
0,97,0,11,2,0,0,1,3,0,0,0,7,0,7,0
0,22,0,21,1,0,0,0,2,0,0,0,2,0,0,0
0,32,0,15,2,1,1,0,3,0,0,0,3,0,0,0
0,51,0,16,3,0,0,0,4,0,0,0,3,0,3,0
0,77,3,41,5,0,0,0,6,0,0,0,4,0,0,0
0,32,0,11,1,0,0,0,2,0,0,0,2,0,0,0
38,86,9,10,2,0,2,1,3,0,2,0,4,0,0,0
0,41,0,27,2,0,0,0,3,0,0,0,2,0,1,0
0,30,0,16,3,1,1,0,4,0,0,0,2,0,0,0
0,41,7,16,3,0,0,0,4,0,0,0,5,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
0,37,0,20,4,0,0,0,5,0,0,0,2,0,0,0
0,64,16,25,2,2,2,0,3,0,0,0,6,0,0,0
29,67,8,27,2,0,0,1,3,0,2,0,2,0,0,0
0,27,0,26,2,0,0,0,3,0,0,0,2,0,0,0
0,87,0,24,3,4,4,0,4,0,0,0,4,0,0,0
8,35,5,16,2,0,0,0,3,0,1,0,2,0,0,0
0,49,3,17,2,0,0,0,3,0,0,0,3,0,5,0
0,44,7,12,1,1,1,0,2,0,0,0,6,0,0,0
0,86,12,17,1,0,0,0,2,0,0,6,6,0,0,0
29,74,4,19,3,0,2,0,3,0,1,0,3,0,0,0
0,48,6,11,1,1,1,0,2,0,0,0,4,0,0,0
0,32,0,14,3,0,0,0,4,0,0,0,3,0,0,0
0,40,6,16,1,1,1,0,2,0,0,0,4,0,0,0
0,44,0,23,2,1,1,0,3,0,0,0,4,0,1,0
0,58,0,19,1,6,6,0,2,0,0,0,3,0,0,0
0,24,0,23,2,0,0,0,3,0,0,0,2,0,0,0
0,40,9,12,1,1,1,0,2,0,0,0,4,0,0,0
0,24,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,41,0,13,1,3,3,0,2,0,0,0,3,0,0,0
0,45,4,10,2,0,0,0,3,0,0,0,4,0,1,0
0,35,0,21,1,1,1,0,2,0,0,0,2,0,0,0
13,31,3,11,1,0,0,0,2,0,1,0,2,0,0,0
20,61,0,25,3,0,0,1,4,0,2,0,2,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
0,25,0,24,1,1,1,0,2,0,0,0,2,0,0,0
0,34,0,15,1,0,0,0,2,0,0,0,4,0,0,0
0,38,0,19,3,0,0,0,4,0,0,0,3,0,0,0
0,54,10,10,1,4,4,0,2,0,0,0,4,0,0,0
0,46,0,20,2,0,0,0,3,0,0,0,4,0,0,0
25,58,14,17,2,0,0,0,3,0,1,0,3,0,0,0
0,20,3,19,1,0,0,0,2,0,0,0,2,0,0,0
0,32,0,11,2,1,1,0,3,0,0,0,2,0,0,0
0,57,0,17,3,1,1,0,4,0,0,0,6,0,0,0
0,29,0,16,2,0,0,0,3,0,0,0,2,0,0,0
13,40,1,9,2,0,0,0,3,0,1,0,4,0,1,0
0,40,2,23,2,1,1,0,3,0,0,0,2,0,0,0
31,47,2,14,2,0,0,1,3,0,2,1,2,0,0,0
5,28,0,17,2,0,0,0,3,0,1,0,3,0,0,0
13,31,3,11,1,0,0,0,2,0,1,0,2,0,0,0
0,34,3,15,2,0,0,0,3,0,0,0,5,0,0,0
0,19,0,18,1,0,0,0,2,0,0,0,2,0,0,0
0,66,8,16,1,5,5,0,2,0,0,0,6,0,0,0
0,72,5,11,1,7,7,0,2,0,0,0,4,0,0,0
0,10,0,9,1,0,0,0,2,0,0,0,2,0,0,0
0,9,0,8,1,0,0,0,2,0,0,0,2,0,0,0
0,39,3,8,2,0,0,0,3,0,0,0,4,0,0,0
0,35,0,18,2,0,0,0,3,0,0,0,3,0,0,0
0,30,0,12,2,0,0,0,3,0,0,0,3,0,0,0
0,42,0,16,2,0,0,0,3,0,0,0,4,0,0,0
0,37,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,43,0,19,2,2,2,0,3,0,0,0,2,0,0,0
0,45,9,16,2,1,1,0,3,0,0,0,5,0,0,0
0,9,0,8,1,0,0,0,2,0,0,0,2,0,0,0
0,20,0,19,2,1,1,0,3,0,0,0,2,0,0,0
0,54,6,22,3,2,2,0,4,0,0,0,4,0,0,0
0,22,0,9,1,1,1,0,2,0,0,0,3,0,0,0
13,31,1,11,1,0,0,0,2,0,1,0,2,0,0,0
0,32,0,20,1,0,0,0,2,0,0,0,3,0,0,0
0,39,0,16,2,0,0,0,3,0,0,0,3,0,2,0
0,26,0,14,2,0,0,0,3,0,0,0,4,0,0,0
0,81,8,19,2,4,4,0,3,0,0,0,5,0,0,0
0,100,7,19,2,0,0,0,3,0,0,0,5,0,0,0
0,36,9,11,2,0,0,0,3,0,0,0,2,0,2,0
0,118,12,23,3,13,13,0,4,0,0,0,6,0,0,0
0,47,0,16,2,1,1,0,3,0,0,0,4,0,0,0
0,14,0,13,1,0,0,0,2,0,0,0,2,0,0,0
0,56,1,18,4,0,0,0,5,0,0,0,5,0,2,0
0,36,0,6,1,1,1,0,2,0,0,0,5,0,0,0
0,10,0,9,1,0,0,0,2,0,0,0,2,0,0,0
0,53,17,18,1,0,0,0,2,0,0,0,5,0,0,0
34,54,6,8,2,0,0,0,3,0,1,0,3,0,1,0
